txn_id,account_id,teller_id,txn_type,amount,balance_after,reference_number,merchant_name,category,is_reversal,original_txn_id,description,txn_time
166,167,,FEE,3536.69,433362.51,538f9f0726f0495dbd075a6d420dc22f,Target,GROCERIES,false,,FEE transaction,2022-06-15T05:39:41
167,195,,INTEREST,34.13,447585.51,25f476e454684e85a318436876acfc64,Amazon,GROCERIES,false,,INTEREST transaction,2023-07-29T23:24:12
168,81,,TRANSFER_IN,4575.95,100125.13,9c73f80ac1e84110baabff95838a95d8,Starbucks,UTILITIES,false,,TRANSFER_IN transaction,2022-07-11T18:51:25
169,146,,TRANSFER_IN,296.59,207180.03,3673733d772f465c92cf0d6fbbdcbe4d,Local Utilities,GROCERIES,false,,TRANSFER_IN transaction,2023-06-20T06:52:17
170,102,,FEE,2473.80,252210.40,e4c1eba947234dfdabc4c37cd57e10ba,Target,SALARY,false,,FEE transaction,2022-11-20T11:58:31
171,142,,INTEREST,1152.92,115866.99,f855de24be2a44b59511646c8ca6b7c1,Starbucks,SALARY,false,,INTEREST transaction,2022-09-29T04:57:50
172,260,,TRANSFER_IN,267.06,136660.38,5fd7963da87c4ad1a83d271be7861c01,Target,GROCERIES,false,,TRANSFER_IN transaction,2023-02-08T10:05:00
173,144,,TRANSFER_OUT,1506.70,82347.95,a800752f334643d2854e16051410c56d,Starbucks,UTILITIES,false,,TRANSFER_OUT transaction,2023-11-20T20:14:35
174,176,,DEPOSIT,2958.33,205422.65,a70da9b26aa8485081d783c1ff91495c,,ATM,false,,DEPOSIT transaction,2023-06-29T06:55:24
175,53,,INTEREST,4806.08,179028.64,ce3ad551af6445e1a50d269369646512,Local Utilities,RESTAURANT,false,,INTEREST transaction,2023-08-10T02:01:23
176,8,,WITHDRAWAL,405.57,119655.19,b4812d30ec534f07aa50a682286fce0f,Target,UTILITIES,false,,WITHDRAWAL transaction,2023-05-25T14:22:13
177,49,,WITHDRAWAL,4987.89,201788.25,a03f609f15ae4718abdc5e8f03f05e26,Amazon,ATM,false,,WITHDRAWAL transaction,2023-08-11T06:51:34
178,4,,DEPOSIT,4926.72,304838.81,6c60c2482576423ca2ce9c96cc2a7756,Local Utilities,GROCERIES,false,,DEPOSIT transaction,2022-10-09T04:35:47
179,24,,TRANSFER_IN,4420.50,235311.33,2a4f46cd4ee74f588e1d37588abb79b1,,ATM,false,,TRANSFER_IN transaction,2022-07-07T21:08:19
180,121,,INTEREST,600.32,456936.97,25205a8d21f047c8be3afcc11c4d9150,Walmart,ATM,false,,INTEREST transaction,2023-08-01T10:25:19
181,114,,TRANSFER_IN,1623.60,64951.08,fa5fddaa039549af92f3b69fd1ee9649,Target,ONLINE_SHOPPING,false,,TRANSFER_IN transaction,2022-07-20T18:15:59
182,61,,DEPOSIT,2205.88,25192.52,23718c0466d249eeac5f1cb36bbca649,Target,RESTAURANT,false,,DEPOSIT transaction,2022-01-08T14:46:36
183,31,,INTEREST,2490.37,422975.28,b615f4897d2a49629bd927be8a964eb3,Walmart,UTILITIES,false,,INTEREST transaction,2023-11-29T01:38:30
184,224,,WITHDRAWAL,4591.53,362640.57,371cfe0acb0b47c9874ff7fcf7fc23a6,Starbucks,RESTAURANT,false,,WITHDRAWAL transaction,2022-07-22T19:35:31
185,173,,WITHDRAWAL,4079.19,54384.01,ffd65d6e5d414b29afed6a0678b6efd4,,UTILITIES,false,,WITHDRAWAL transaction,2023-12-02T20:21:59
186,107,,DEPOSIT,3856.22,253868.84,fd3613f87cfc4d39ae61589ce8072ff8,Starbucks,UTILITIES,false,,DEPOSIT transaction,2023-02-06T09:32:47
187,152,,TRANSFER_IN,1220.57,362448.09,042e3a0510ea4f4483eba3c278d83006,Local Utilities,ATM,false,,TRANSFER_IN transaction,2022-11-12T20:18:17
188,116,,TRANSFER_IN,1033.34,98204.81,74dbe071d8914111b2fde8d291738d80,Amazon,ONLINE_SHOPPING,false,,TRANSFER_IN transaction,2023-12-28T16:28:24
189,33,,WITHDRAWAL,3182.64,364563.68,82574cc3f2ee4884b1a48c817951c916,Starbucks,SALARY,false,,WITHDRAWAL transaction,2023-09-05T03:32:46
190,63,,WITHDRAWAL,4483.47,248361.80,e7781c9b8ae0490898d9191e661ee9d7,Target,ONLINE_SHOPPING,false,,WITHDRAWAL transaction,2022-11-07T22:03:21
191,129,,TRANSFER_OUT,1327.83,409647.40,5219b622b5a748a3b987091a2c89a67f,Local Utilities,ONLINE_SHOPPING,false,,TRANSFER_OUT transaction,2023-10-08T02:16:05
192,75,,TRANSFER_OUT,3517.45,117523.34,9776af7de8c84edf943d27b90b988789,Starbucks,GROCERIES,false,,TRANSFER_OUT transaction,2022-06-16T04:42:43
193,208,,INTEREST,4287.09,422637.07,26cb8226cd754bdcbe8c9de18682d2c2,Starbucks,GROCERIES,false,,INTEREST transaction,2022-08-09T11:06:56
194,160,,DEPOSIT,1422.08,411165.69,ba50ec4d1b1b492186d07c7da70df3ae,Starbucks,RESTAURANT,false,,DEPOSIT transaction,2022-02-13T10:48:46
195,214,,TRANSFER_IN,1780.94,430936.15,2b161bc116f84265a1d7dfcdfbd0fc2e,Target,ATM,false,,TRANSFER_IN transaction,2022-03-12T22:20:39
196,257,,WITHDRAWAL,3100.18,428655.80,88f50ce5a09a450da2ed91489236d42a,,UTILITIES,false,,WITHDRAWAL transaction,2023-12-27T04:25:31
197,193,,TRANSFER_OUT,889.37,193838.35,e1b42837dd3d4efaa51047ddb7c7f2b9,Walmart,UTILITIES,false,,TRANSFER_OUT transaction,2022-04-04T23:02:51
198,222,,TRANSFER_IN,692.82,40366.69,67909ec68f914fad804b6f9cf42d891d,Starbucks,RESTAURANT,false,,TRANSFER_IN transaction,2023-02-19T05:12:25
199,2,,FEE,1744.00,349466.26,8a5f9a901ece45b3909bf82d1e93a5bc,,ATM,false,,FEE transaction,2023-12-17T11:32:11
200,44,,TRANSFER_OUT,3461.01,401472.33,68d86dc619e74739a3424b94ecbe05fc,Local Utilities,ATM,false,,TRANSFER_OUT transaction,2022-06-06T22:02:33
201,28,,FEE,402.28,481271.93,43d9896fafd14574b331c0239cacdc03,Starbucks,ATM,false,,FEE transaction,2022-04-01T20:29:59
202,58,,FEE,4149.68,472389.92,07086b71095d45cc882e6e41a7c447b7,Starbucks,ATM,false,,FEE transaction,2022-01-12T07:15:26
203,34,,FEE,452.50,280560.09,c5948121212c47a4895bbbabbf93f587,Local Utilities,RESTAURANT,false,,FEE transaction,2022-10-03T15:15:21
204,158,,WITHDRAWAL,3116.15,365801.13,26de68b135054d1fa4f3b534b1ff3d95,,ATM,false,,WITHDRAWAL transaction,2023-06-22T14:27:39
205,192,,TRANSFER_IN,1002.33,406691.93,89898af3a77d4cc29e02921eba4d13e3,,UTILITIES,false,,TRANSFER_IN transaction,2022-12-16T11:32:39
206,236,,DEPOSIT,3862.70,421852.62,29a3a9f72f0e4aea8c2944ec25e584b3,Target,RESTAURANT,false,,DEPOSIT transaction,2023-07-10T14:57:20
207,68,,TRANSFER_OUT,3368.66,84196.28,0249a01f5ce147c08d48b7968d9231f8,Starbucks,ONLINE_SHOPPING,false,,TRANSFER_OUT transaction,2022-02-25T08:43:41
208,39,,TRANSFER_IN,1531.99,457737.20,99bf39e456ca440fadb4f73ac81ff315,Walmart,SALARY,false,,TRANSFER_IN transaction,2022-03-18T00:24:51
209,112,,TRANSFER_IN,600.66,135377.54,c0f61f2259f1483691f16553c4ca1703,,UTILITIES,false,,TRANSFER_IN transaction,2023-01-25T11:25:11
210,180,,INTEREST,1503.51,267124.06,093b931e71924052ae652b44a10e2d78,Local Utilities,ONLINE_SHOPPING,false,,INTEREST transaction,2022-02-11T10:54:00
211,268,,WITHDRAWAL,639.35,231895.34,7ee3f093ea2c4bf0ad2d6a6f326a2896,Amazon,RESTAURANT,false,,WITHDRAWAL transaction,2022-05-20T10:01:29
212,264,,TRANSFER_IN,4672.69,293983.18,0a526f729ad74a829f4a58f4c03eea8c,Target,ONLINE_SHOPPING,false,,TRANSFER_IN transaction,2023-04-01T12:40:46
213,184,,WITHDRAWAL,1063.75,405946.36,1af52229ea724f7cb3bd5daaf3734797,Walmart,ATM,false,,WITHDRAWAL transaction,2022-04-19T15:41:10
214,262,,FEE,4809.28,405899.45,c748680a73dc46bf8467df58acbb9c41,Local Utilities,ONLINE_SHOPPING,false,,FEE transaction,2022-09-22T06:22:35
215,207,,TRANSFER_OUT,3463.71,492813.61,163bb58f6aba453da6647f547b8bb6aa,Amazon,UTILITIES,false,,TRANSFER_OUT transaction,2022-12-20T10:39:40
216,219,,DEPOSIT,3643.77,449128.44,6ee1fa91c4134b27867069b82ee61a22,Starbucks,RESTAURANT,false,,DEPOSIT transaction,2023-05-24T22:49:21
217,120,,TRANSFER_IN,489.87,358989.50,123b8d5a2e0a42969847cda88e558af1,Amazon,UTILITIES,false,,TRANSFER_IN transaction,2023-02-03T14:09:21
218,220,,WITHDRAWAL,2434.59,22447.01,0c3f4469b74446159ad55a48cc62711a,Amazon,SALARY,false,,WITHDRAWAL transaction,2022-04-14T23:19:34
219,122,,INTEREST,979.61,360815.07,bcfaddbd8bc1455cbd26c6032c9a784f,Starbucks,SALARY,false,,INTEREST transaction,2022-09-13T00:35:51
220,192,,FEE,2169.23,221312.08,b823a3adb3574ef08bdfaa285bafeeb4,Walmart,SALARY,false,,FEE transaction,2023-11-18T15:17:52
221,100,,WITHDRAWAL,3874.49,288517.72,b6a9cf9e1c304fc398d3852caf14e70a,Local Utilities,ONLINE_SHOPPING,false,,WITHDRAWAL transaction,2023-05-10T09:50:29
222,177,,TRANSFER_OUT,2832.78,348013.71,0f152768be1643d0a0827e149e5a5e8d,Starbucks,GROCERIES,false,,TRANSFER_OUT transaction,2022-12-28T17:24:56
223,51,,DEPOSIT,2508.96,407260.99,13982dde17034c1b8cb4a98310c01aed,Local Utilities,ONLINE_SHOPPING,false,,DEPOSIT transaction,2023-07-24T08:43:19
224,233,,TRANSFER_OUT,2572.28,76050.91,01836ba6440947208a0df3b0b28bd94e,Target,GROCERIES,false,,TRANSFER_OUT transaction,2022-07-04T05:37:49
225,210,,FEE,3478.15,59277.59,80d9787be0b0427da80e1644bbd85340,,GROCERIES,false,,FEE transaction,2023-04-06T04:00:28
226,53,,WITHDRAWAL,1879.52,131723.00,13b1a2c4aafe40349d0dfa34ae935e1a,,SALARY,false,,WITHDRAWAL transaction,2022-10-02T06:08:45
227,250,,DEPOSIT,4496.96,131315.57,d7687940600d4741bcf61ce471824318,Local Utilities,ONLINE_SHOPPING,false,,DEPOSIT transaction,2023-07-11T15:41:27
228,53,,TRANSFER_OUT,4298.78,489554.28,41ccd59a40774e62bf6186c36d540ff0,Walmart,UTILITIES,false,,TRANSFER_OUT transaction,2023-09-30T15:05:10
229,30,,DEPOSIT,4312.09,482044.95,86ecf98050f94e5d92a2d2a7b2dba376,Amazon,ONLINE_SHOPPING,false,,DEPOSIT transaction,2022-11-17T00:37:28
230,210,,WITHDRAWAL,4382.43,428732.25,a000e135d5914cefbbc615e1670dee9d,Walmart,ONLINE_SHOPPING,false,,WITHDRAWAL transaction,2023-06-10T19:28:51
231,119,,FEE,3645.34,205.61,c4164291c6aa46efb5fb8bd0caa0ec6f,,ATM,false,,FEE transaction,2023-04-23T22:23:57
232,265,,TRANSFER_IN,4168.59,438665.86,0be77ea1c1444b008af5856df1063019,Amazon,SALARY,false,,TRANSFER_IN transaction,2023-12-10T09:36:25
233,80,,WITHDRAWAL,3300.66,441155.49,1ff9a708b8214a53980c7a34471dc4f6,Walmart,SALARY,false,,WITHDRAWAL transaction,2022-10-09T22:57:47
234,86,,TRANSFER_IN,2907.77,32223.50,b64251f56e29489e861944c5c3b1433b,Amazon,GROCERIES,false,,TRANSFER_IN transaction,2022-11-25T07:59:17
235,116,,FEE,2667.00,216943.16,145483d4ae8c43ee80d18625d540f973,Amazon,RESTAURANT,false,,FEE transaction,2022-06-11T16:09:40
236,151,,TRANSFER_IN,814.76,198373.56,dbd3bdd9135a4cf09d0f639b2da7ff2b,Local Utilities,SALARY,false,,TRANSFER_IN transaction,2022-10-07T14:07:03
237,144,,TRANSFER_OUT,3259.17,49033.04,41e75f7b17274babaa8f88fa8dd73753,Target,ATM,false,,TRANSFER_OUT transaction,2023-12-24T11:02:48
238,256,,WITHDRAWAL,3723.06,302134.78,9ea36022723f441aa553e69b2a8297c1,Local Utilities,GROCERIES,false,,WITHDRAWAL transaction,2023-02-14T13:04:56
239,7,,DEPOSIT,2480.13,194053.50,fa84796c8ce943de9f2d270724896f6a,Local Utilities,UTILITIES,false,,DEPOSIT transaction,2022-04-10T00:35:38
240,16,,DEPOSIT,2763.92,214631.16,fd505c85b7234892a76330ec53858ae8,Walmart,UTILITIES,false,,DEPOSIT transaction,2022-11-04T18:44:02
241,98,,FEE,784.08,274332.74,9b8147d8da844958b0c3801a7c7cf4eb,Local Utilities,UTILITIES,false,,FEE transaction,2023-12-10T08:20:45
242,175,,INTEREST,190.78,41018.74,09921428bf1b425f81723e1f47ee2ff4,Target,ATM,false,,INTEREST transaction,2023-08-14T22:16:24
243,101,,FEE,1639.92,8883.90,e05319c2c8d74aa68a76a4203386561e,Target,GROCERIES,false,,FEE transaction,2022-08-11T21:20:24
244,220,,FEE,2932.73,382093.96,080ffca0a7fc440bb27f8a5446673ab6,Walmart,GROCERIES,false,,FEE transaction,2023-07-17T18:36:50
245,230,,TRANSFER_IN,2187.57,246439.40,59a3682f0eca4daaa338a35bad39d109,Target,ONLINE_SHOPPING,false,,TRANSFER_IN transaction,2023-09-08T21:54:54
246,78,,DEPOSIT,3898.24,276889.37,c2f00d2d5bbf42ecba886563aa02f070,Starbucks,SALARY,false,,DEPOSIT transaction,2022-03-25T03:19:34
247,72,,WITHDRAWAL,1815.14,373225.29,948c29dfa08149e2848e96b4ec37aae9,Starbucks,ONLINE_SHOPPING,false,,WITHDRAWAL transaction,2023-12-12T07:29:13
248,250,,INTEREST,3838.50,322361.92,99373a096e6a4f82b673d4b8f4a0d698,Walmart,SALARY,false,,INTEREST transaction,2023-06-04T00:55:51
249,107,,WITHDRAWAL,592.57,220975.06,19a3964b1eac4ecb9eae612c3423d8fa,,ONLINE_SHOPPING,false,,WITHDRAWAL transaction,2023-11-23T16:48:19
250,47,,TRANSFER_IN,360.06,340346.98,08fb1aab22444caab4c5361934eaae04,Local Utilities,UTILITIES,false,,TRANSFER_IN transaction,2022-07-12T22:30:39
251,120,,TRANSFER_IN,1012.52,398893.94,485d0916807b4dd093bfad422cebf996,Amazon,ONLINE_SHOPPING,false,,TRANSFER_IN transaction,2022-06-18T03:10:16
252,24,,TRANSFER_OUT,4955.77,359225.63,c3c1eaf8210f4a7aa3bc33a6f395db86,,UTILITIES,false,,TRANSFER_OUT transaction,2023-10-22T16:14:37
253,212,,FEE,2641.14,95851.71,4e22248c84e243718850ed526e5101a1,Amazon,ONLINE_SHOPPING,false,,FEE transaction,2023-05-14T17:42:13
254,234,,TRANSFER_OUT,3155.22,120829.41,25a345a965364330baea8ee7466d7497,Walmart,ONLINE_SHOPPING,false,,TRANSFER_OUT transaction,2022-03-08T00:37:51
255,163,,FEE,4654.92,329407.62,74b5ce31e56d4a8a99fb03117135031d,Amazon,ONLINE_SHOPPING,false,,FEE transaction,2022-12-09T11:15:07
256,195,,WITHDRAWAL,1420.92,396200.02,7adc017251154b68b95b6c5bd0db6237,Amazon,GROCERIES,false,,WITHDRAWAL transaction,2022-11-23T06:08:54
257,61,,DEPOSIT,2681.58,44709.52,fa8cf5e4f4bf436f95302bd110588b59,Local Utilities,ONLINE_SHOPPING,false,,DEPOSIT transaction,2022-02-28T10:23:57
258,196,,FEE,2126.06,357402.66,9068bb459cdc4e55bd29ae2da1f47cf3,Walmart,ONLINE_SHOPPING,false,,FEE transaction,2023-07-31T01:36:22
259,162,,INTEREST,964.88,95885.89,a254982636fb46309a8868426383b832,Target,SALARY,false,,INTEREST transaction,2022-10-02T07:39:47
260,241,,WITHDRAWAL,1046.18,326863.37,a6c20b3463784d89a27bf496a029833a,,SALARY,false,,WITHDRAWAL transaction,2022-11-21T01:51:50
261,231,,DEPOSIT,3818.49,33306.08,4cd08396ecf94c9fbfa929e639172766,,GROCERIES,false,,DEPOSIT transaction,2023-04-02T22:51:14
262,175,,TRANSFER_IN,3103.24,358182.69,dbe737dc93064cec9cc8d3c5702b74e3,Starbucks,ONLINE_SHOPPING,false,,TRANSFER_IN transaction,2022-08-29T15:43:04
263,178,,TRANSFER_IN,1688.39,171682.41,696d553c7b5a490ab8ae17db7199f3be,Starbucks,ONLINE_SHOPPING,false,,TRANSFER_IN transaction,2023-01-24T08:54:41
264,242,,FEE,2630.48,215388.49,f7ed04a52c01418caad8af79e48eb9fe,,UTILITIES,false,,FEE transaction,2023-06-25T23:34:46
265,63,,FEE,2941.61,46148.27,c359c2f5d40841b7982d8686d4d90550,Local Utilities,SALARY,false,,FEE transaction,2022-11-20T08:22:05
266,63,,TRANSFER_IN,996.57,157817.33,3fd185f134bc4fb2ae22389df0f7a662,,GROCERIES,false,,TRANSFER_IN transaction,2023-12-18T01:26:27
267,253,,TRANSFER_IN,450.51,171189.37,700b7b84b80e461f9be7925440663a21,Target,ATM,false,,TRANSFER_IN transaction,2023-09-29T18:05:41
268,129,,DEPOSIT,3039.36,341671.49,779de70f7a0a4e139b29caae306d9a4a,Target,SALARY,false,,DEPOSIT transaction,2022-11-07T20:43:19
269,29,,TRANSFER_OUT,3765.92,243909.22,c7033721bf4b4a0c9e6aaa22314813be,Local Utilities,UTILITIES,false,,TRANSFER_OUT transaction,2022-06-20T21:40:37
270,187,,INTEREST,1250.15,476445.01,c0a464f14127468bb299846703a9ceee,Starbucks,UTILITIES,false,,INTEREST transaction,2023-09-29T04:05:07
271,185,,TRANSFER_OUT,4631.61,448882.51,404115df0707415fb071e6c2c7457c2f,Starbucks,SALARY,false,,TRANSFER_OUT transaction,2023-01-09T00:08:14
272,172,,INTEREST,2379.39,267777.06,b0bc67f46ddb4d559c43f18e77eff536,Local Utilities,SALARY,false,,INTEREST transaction,2022-01-23T13:47:02
273,155,,INTEREST,2643.33,38789.28,56c6f2aa70cd4a3ebe3ec3db525bead0,Starbucks,ATM,false,,INTEREST transaction,2023-01-05T17:49:27
274,262,,FEE,4856.31,144654.73,f35f55d332a44f2cabcd956cac25cc45,,ONLINE_SHOPPING,false,,FEE transaction,2022-02-08T13:45:24
275,248,,TRANSFER_IN,4408.33,60202.53,1ac595d4844747c291ec68ff9154a2ce,,RESTAURANT,false,,TRANSFER_IN transaction,2023-10-09T11:16:34
276,231,,WITHDRAWAL,3578.97,242164.52,f6ad66640553426c953ecf7ddfe03b94,Walmart,ONLINE_SHOPPING,false,,WITHDRAWAL transaction,2022-06-21T03:10:28
277,145,,FEE,2690.86,314530.92,b7cd700c9d0c4d1b9d8f6d7c7a409f3d,,UTILITIES,false,,FEE transaction,2022-01-19T18:13:30
278,202,,INTEREST,2715.08,168166.02,33962eb6ffa643dfa759a96840cb2c50,Local Utilities,ONLINE_SHOPPING,false,,INTEREST transaction,2023-09-10T23:58:56
279,116,,TRANSFER_IN,350.23,474519.94,9e3e3a543125458c975d9c1d9dc89c9a,Starbucks,GROCERIES,false,,TRANSFER_IN transaction,2022-01-23T01:44:35
280,85,,INTEREST,806.94,396479.50,3693e72684674b5c982e1116ee19e636,Target,GROCERIES,false,,INTEREST transaction,2023-07-01T13:34:01
281,3,,DEPOSIT,3517.03,51399.48,26b7f668dbdc4714ac7471a4eeeaf3eb,Amazon,UTILITIES,false,,DEPOSIT transaction,2023-03-07T01:54:02
282,196,,TRANSFER_IN,2529.53,258285.56,e2ffda2e2826444e8c0a87ff98376d32,,UTILITIES,false,,TRANSFER_IN transaction,2023-03-31T18:22:55
283,124,,WITHDRAWAL,3774.86,280772.70,fd412dd15ac34eb99ed13ef83c28fec3,Target,RESTAURANT,false,,WITHDRAWAL transaction,2023-03-21T16:58:12
284,259,,TRANSFER_OUT,1248.51,67358.32,389d36e33dbe4761927b6661009f8cc7,,ATM,false,,TRANSFER_OUT transaction,2023-04-12T09:16:46
285,253,,DEPOSIT,1107.15,51875.99,60786c9bc3984f6eaed176cf51a97cd9,Target,RESTAURANT,false,,DEPOSIT transaction,2022-07-05T00:19:54
286,223,,TRANSFER_IN,4025.27,203611.58,69cbf680f7944d6f8b0f26c10f812cc8,Amazon,SALARY,false,,TRANSFER_IN transaction,2022-02-22T12:43:42
287,241,,DEPOSIT,4635.24,254358.03,a724a36c56884dd4bdb834f9495fcea5,Walmart,UTILITIES,false,,DEPOSIT transaction,2022-03-16T04:38:03
288,105,,TRANSFER_IN,3319.23,379963.05,a59e4cf152484c869b72bc2406b102ff,Starbucks,ATM,false,,TRANSFER_IN transaction,2023-05-08T19:31:14
289,138,,INTEREST,4402.83,253744.25,9270836f758b4481aaa05224750f9094,Walmart,GROCERIES,false,,INTEREST transaction,2022-05-15T19:38:38
290,264,,TRANSFER_OUT,1277.08,24691.22,d2e5505d2a1a486d8197eabbd29097db,Starbucks,ONLINE_SHOPPING,false,,TRANSFER_OUT transaction,2022-11-03T17:58:17
291,20,,FEE,4875.16,61191.22,4cf16cff525c4af698b1780a0d6196ad,Amazon,UTILITIES,false,,FEE transaction,2023-06-18T01:35:09
292,117,,DEPOSIT,4300.72,106706.87,da08acf5a0b642838a7581e12e2e3887,Target,ONLINE_SHOPPING,false,,DEPOSIT transaction,2022-10-25T03:02:47
293,31,,TRANSFER_OUT,1395.87,313294.89,66479fdc594744eba198423067308039,Local Utilities,SALARY,false,,TRANSFER_OUT transaction,2023-07-22T08:11:57
294,231,,TRANSFER_IN,215.57,256480.47,149d4ae71e5743189af38322e7e6d684,Starbucks,GROCERIES,false,,TRANSFER_IN transaction,2023-11-18T12:50:37
295,154,,FEE,1889.23,300350.93,611d6547faa34cdcaefebbfbb49591df,Amazon,ONLINE_SHOPPING,false,,FEE transaction,2022-07-01T06:43:07
296,89,,FEE,3714.95,437227.63,4038e5ea9c2c41bda2ecdccdf5df1b51,Walmart,ONLINE_SHOPPING,false,,FEE transaction,2023-03-05T09:46:28
297,24,,INTEREST,3885.57,243348.53,476cffff064140cc8e6fdf91a49aae02,Target,ATM,false,,INTEREST transaction,2023-11-29T02:16:28
298,110,,FEE,2474.60,300078.57,8e7e27e00c224c80a6ab7bcc7f913572,Target,RESTAURANT,false,,FEE transaction,2022-08-08T05:42:00
299,180,,WITHDRAWAL,3330.98,470699.67,4d2945ea70fa4b0b91c1c7bdcea233da,Target,GROCERIES,false,,WITHDRAWAL transaction,2023-08-24T10:44:49
300,241,,TRANSFER_OUT,918.89,417530.01,c34ea2f684874327a45bf48f47b05249,,ATM,false,,TRANSFER_OUT transaction,2023-10-10T02:41:18
301,166,,WITHDRAWAL,1652.14,6315.81,a2ce4618aef94329b5e4ca651187db08,Starbucks,GROCERIES,false,,WITHDRAWAL transaction,2023-11-13T09:18:58
302,95,,INTEREST,3972.14,20999.16,7a3bebd1214a47d1885a2f4857aeec90,Starbucks,ONLINE_SHOPPING,false,,INTEREST transaction,2022-10-02T12:55:16
303,21,,WITHDRAWAL,1824.43,88620.23,94acf6cb5f434ae39397bcfd7aad59cb,Walmart,ATM,false,,WITHDRAWAL transaction,2023-07-13T05:55:45
304,111,,INTEREST,560.06,279631.83,2927e21b10394d13a1f56ef01c819278,Starbucks,UTILITIES,false,,INTEREST transaction,2022-11-25T18:11:14
305,205,,TRANSFER_OUT,4183.43,194938.51,4bc37c0e86774f4b90d4acb62021ab67,Amazon,ONLINE_SHOPPING,false,,TRANSFER_OUT transaction,2022-05-30T17:47:32
306,157,,DEPOSIT,641.19,493213.28,bd5fd78b7eeb463a9cfc8e91679155e3,,RESTAURANT,false,,DEPOSIT transaction,2022-05-09T07:42:06
307,207,,TRANSFER_IN,2497.78,209079.28,de358591bd5b4fb8a19264a42a9940ee,Amazon,ATM,false,,TRANSFER_IN transaction,2022-06-08T11:14:03
308,38,,INTEREST,3027.97,405201.12,22b40f2eb7c54a41bc7f7dea13275824,,ATM,false,,INTEREST transaction,2023-10-11T18:31:42
309,264,,INTEREST,4828.06,194797.98,a70852106d7143ceb1dc7abe33250458,Local Utilities,GROCERIES,false,,INTEREST transaction,2023-11-20T18:07:33
310,53,,TRANSFER_OUT,1265.52,29089.94,96784d181d84445fa986aa666a144a02,Local Utilities,ATM,false,,TRANSFER_OUT transaction,2022-01-13T16:28:11
311,192,,FEE,2884.45,304348.83,0593e49efba04c6cb7d7335fc2f7897e,Walmart,UTILITIES,false,,FEE transaction,2023-02-07T00:23:36
312,183,,DEPOSIT,197.94,181600.61,fb4d6c564358444080563843ee172c64,Local Utilities,ONLINE_SHOPPING,false,,DEPOSIT transaction,2023-09-23T21:53:24
313,164,,TRANSFER_IN,3519.04,352986.03,25fa6bc2c66e4474be1487688d1809a3,Starbucks,ATM,false,,TRANSFER_IN transaction,2022-04-30T22:04:41
314,154,,DEPOSIT,3965.81,277908.73,43051bbbe1a74d698972a9f51a178226,Walmart,RESTAURANT,false,,DEPOSIT transaction,2022-11-25T17:15:40
315,231,,DEPOSIT,3814.37,2201.68,573471a7244f4508ac6dbf0616aec38f,Target,ATM,false,,DEPOSIT transaction,2023-05-05T01:33:17
316,225,,DEPOSIT,4148.87,12658.00,e1e566cc899146d39a06aac927ba6bac,Amazon,SALARY,false,,DEPOSIT transaction,2022-11-02T19:03:34
317,277,,TRANSFER_OUT,1002.76,140134.15,52764b1c3deb4472be7eb628b7c7fb7a,Walmart,UTILITIES,false,,TRANSFER_OUT transaction,2023-04-05T10:17:31
318,177,,TRANSFER_IN,2458.79,20282.30,69001ba2e5384cb294e88387d8145b76,Local Utilities,GROCERIES,false,,TRANSFER_IN transaction,2022-10-02T20:14:22
319,250,,FEE,2864.36,379601.95,c68280cd9ae441289fa8297c5d088f95,,RESTAURANT,false,,FEE transaction,2022-07-01T06:57:58
320,97,,TRANSFER_IN,2220.03,243186.10,d5fdc3624c21452c8c59243dc14a8e3d,Target,GROCERIES,false,,TRANSFER_IN transaction,2022-09-17T04:30:55
321,70,,DEPOSIT,1095.46,240703.79,71677bd3de0a49458b085e569fc87284,Starbucks,GROCERIES,false,,DEPOSIT transaction,2023-06-03T05:36:26
322,254,,TRANSFER_OUT,3847.61,349289.70,7b0d766be6d04fa6869dca7784ccf491,Walmart,ONLINE_SHOPPING,false,,TRANSFER_OUT transaction,2023-08-23T00:10:26
323,77,,TRANSFER_IN,1408.96,185002.02,2ab0aa54e4ba4eb0956cb1d2c130f29f,Target,GROCERIES,false,,TRANSFER_IN transaction,2022-05-26T11:08:21
324,214,,DEPOSIT,2671.90,194289.00,b75ae26ab625496e82436cf240e144a6,Walmart,GROCERIES,false,,DEPOSIT transaction,2022-06-27T03:49:17
325,205,,TRANSFER_OUT,3073.84,435272.28,44d5ff65802a4cda83464697872af03f,Starbucks,RESTAURANT,false,,TRANSFER_OUT transaction,2022-10-06T19:21:26
326,239,,INTEREST,936.56,463799.55,f6f0e12e766743979fc51c273a9b5822,Amazon,ONLINE_SHOPPING,false,,INTEREST transaction,2023-02-22T13:37:50
327,256,,TRANSFER_OUT,4665.60,110527.89,3f07184615554535a6673c39d8c22d35,Walmart,ATM,false,,TRANSFER_OUT transaction,2022-08-06T08:52:18
328,246,,WITHDRAWAL,1747.34,100796.88,5b5d5679e2f04f449d370fa2e633490a,Starbucks,ONLINE_SHOPPING,false,,WITHDRAWAL transaction,2022-05-17T23:26:21
329,141,,TRANSFER_OUT,2945.49,102866.52,40f98da32674405bb5050fde1888662c,Target,RESTAURANT,false,,TRANSFER_OUT transaction,2023-10-22T06:04:29
330,243,,FEE,3053.63,211258.91,701ef520397b4034a71018ecfcced02d,Local Utilities,UTILITIES,false,,FEE transaction,2023-07-30T21:03:16
