event_id,shipment_id,event_type,location,latitude,longitude,carrier_scan_code,temperature_c,notes,recorded_at
372,185,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
373,47,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
374,179,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
375,179,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
376,88,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
377,114,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
378,100,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
379,113,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
380,185,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
381,73,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
382,198,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
383,62,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
384,209,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
385,61,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
386,206,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
387,42,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
388,28,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
389,60,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
390,107,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
391,50,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
392,1,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
393,217,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
394,147,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
395,116,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
396,207,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
397,17,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
398,164,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
399,158,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
400,22,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
401,51,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
402,132,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
403,234,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
404,81,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
405,185,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
406,56,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
407,15,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
408,142,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
409,166,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
410,146,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
411,15,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
412,32,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
413,75,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
414,243,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
415,109,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
416,154,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
417,173,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
418,63,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
419,220,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
420,210,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
421,124,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
422,158,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
423,75,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
424,189,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
425,132,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
426,184,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
427,164,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
428,153,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
429,179,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
430,112,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
431,55,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
432,158,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
433,206,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
434,115,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
435,167,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
436,138,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
437,248,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
438,89,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
439,18,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
440,100,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
441,223,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
442,149,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
443,172,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
444,163,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
445,215,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
446,40,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
447,184,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
448,148,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
449,240,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
450,61,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
451,171,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
452,205,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
453,197,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
454,175,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
455,105,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
456,52,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
457,59,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
458,43,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
459,181,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
460,5,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
461,195,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
462,184,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
463,214,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
464,68,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
465,91,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
466,19,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
467,85,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
468,135,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
469,32,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
470,236,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
471,164,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
472,36,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
473,88,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
474,78,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
475,8,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
476,236,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
477,220,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
478,98,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
479,43,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
480,137,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
481,65,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
482,106,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
483,63,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
484,17,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
485,231,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
486,190,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
487,121,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
488,126,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
489,211,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
490,155,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
491,15,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
492,195,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
493,106,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
494,107,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
495,102,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
496,117,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
497,147,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
498,210,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
499,87,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
500,145,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
501,113,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
502,149,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
503,82,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
504,21,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
505,32,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
506,15,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
507,105,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
508,232,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
509,163,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
510,158,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
511,186,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
512,21,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
513,120,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
514,159,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
515,182,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
516,166,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
517,218,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
518,58,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
519,150,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
520,248,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
521,111,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
522,225,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
523,57,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
524,170,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
525,141,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
526,13,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
527,77,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
528,33,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
529,78,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
530,144,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
531,37,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
532,176,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
533,173,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
534,113,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
535,78,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
536,213,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
537,203,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
538,199,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
539,162,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
540,49,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
541,121,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
542,20,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
543,113,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
544,50,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
545,201,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
546,203,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
547,21,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
548,56,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
549,24,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
550,150,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
551,15,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
552,162,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
553,176,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
554,160,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
555,186,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
556,139,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
557,214,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
558,191,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
559,18,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
560,71,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
561,56,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
562,240,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
563,229,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
564,235,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
565,183,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
566,177,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
567,10,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
568,127,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
569,80,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
570,14,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
571,171,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
572,148,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
573,107,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
574,198,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
575,152,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
576,204,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
577,24,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
578,142,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
579,154,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
580,8,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
581,170,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
582,244,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
583,36,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
584,116,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
585,92,DEPARTURE_SCAN,Location Point,,,,,,2026-08-01 12:00:00
586,174,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
587,150,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
588,24,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
589,24,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
590,156,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
591,91,DELIVERED,Location Point,,,,,,2026-08-01 12:00:00
592,41,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
593,181,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
594,186,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
595,34,EXCEPTION,Location Point,,,,,,2026-08-01 12:00:00
596,168,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
597,32,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
598,17,PICKUP_SCAN,Location Point,,,,,,2026-08-01 12:00:00
599,109,TRANSIT_SCAN,Location Point,,,,,,2026-08-01 12:00:00
600,246,DELIVERY_SCAN,Location Point,,,,,,2026-08-01 12:00:00
