shipment_id,shipment_number,origin_warehouse_id,dest_warehouse_id,carrier_id,vehicle_id,status,total_weight_kg,total_volume_cbm,declared_value,currency,is_fragile,is_hazmat,special_instructions,customs_ref,priority,created_at,dispatched_at,estimated_arrival,actual_arrival
182,SHIP-20251101-0182,5,8,19,19,FAILED,995.07,18.94,14092.74,USD,false,true,,,STANDARD,2025-11-01 16:00:00,,,
183,SHIP-20250921-0183,5,4,1,35,DELIVERED,3168.88,47.27,35333.38,USD,true,true,,,STANDARD,2025-09-21 08:00:00,,,
184,SHIP-20250301-0184,11,13,10,50,IN_TRANSIT,4076.0,16.71,37066.45,USD,true,true,,,FREIGHT,2025-03-01 16:00:00,,,
185,SHIP-20251206-0185,1,13,18,18,BOOKED,1040.63,28.19,49929.69,USD,false,false,,,STANDARD,2025-12-06 10:00:00,,,
186,SHIP-20250303-0186,3,14,12,7,BOOKED,3509.6,34.88,36718.35,USD,false,true,,,FREIGHT,2025-03-03 15:00:00,,,
187,SHIP-20250725-0187,8,10,12,38,BOOKED,3440.71,38.93,9018.05,USD,false,true,,,SAME_DAY,2025-07-25 11:00:00,,,
188,SHIP-20250906-0188,1,8,19,20,DRAFT,3395.23,21.45,40777.56,USD,true,false,,,EXPRESS,2025-09-06 11:00:00,,,
189,SHIP-20250823-0189,8,7,1,19,FAILED,835.89,24.06,24810.52,USD,true,true,,,STANDARD,2025-08-23 15:00:00,,,
190,SHIP-20250422-0190,5,7,15,39,IN_TRANSIT,2405.64,4.31,28599.93,USD,true,true,,,SAME_DAY,2025-04-22 09:00:00,,,
191,SHIP-20250701-0191,13,2,2,32,IN_TRANSIT,3003.55,36.28,45816.27,USD,true,false,,,FREIGHT,2025-07-01 12:00:00,,,
192,SHIP-20250627-0192,12,14,11,23,BOOKED,2301.35,25.39,38916.87,USD,true,true,,,EXPRESS,2025-06-27 15:00:00,,,
193,SHIP-20251026-0193,15,11,13,6,CANCELLED,2475.82,45.6,13909.35,USD,false,true,,,SAME_DAY,2025-10-26 11:00:00,,,
194,SHIP-20250122-0194,12,8,9,16,CANCELLED,4082.0,31.25,33828.09,USD,true,true,,,EXPRESS,2025-01-22 10:00:00,,,
195,SHIP-20250503-0195,7,12,9,5,DISPATCHED,1458.06,41.92,17909.03,USD,true,true,,,FREIGHT,2025-05-03 15:00:00,,,
196,SHIP-20250815-0196,12,14,9,42,DELIVERED,1267.27,29.55,36670.6,USD,false,false,,,SAME_DAY,2025-08-15 17:00:00,,,
197,SHIP-20250308-0197,6,15,17,30,OUT_FOR_DELIVERY,3685.84,46.96,21884.02,USD,false,false,,,FREIGHT,2025-03-08 16:00:00,,,
198,SHIP-20251124-0198,8,3,3,19,OUT_FOR_DELIVERY,2213.34,2.47,2487.5,USD,true,false,,,SAME_DAY,2025-11-24 17:00:00,,,
199,SHIP-20250124-0199,3,9,14,4,FAILED,1691.86,6.74,40603.99,USD,false,true,,,EXPRESS,2025-01-24 17:00:00,,,
200,SHIP-20250823-0200,6,2,11,6,OUT_FOR_DELIVERY,2663.54,33.39,24928.54,USD,false,false,,,SAME_DAY,2025-08-23 08:00:00,,,
201,SHIP-20250614-0201,6,1,3,12,FAILED,2789.69,12.59,42067.66,USD,false,false,,,FREIGHT,2025-06-14 15:00:00,,,
202,SHIP-20250110-0202,6,5,7,37,DELIVERED,1790.68,20.59,40775.85,USD,false,true,,,STANDARD,2025-01-10 14:00:00,,,
203,SHIP-20250509-0203,10,5,9,21,FAILED,3590.55,28.17,38555.65,USD,false,true,,,FREIGHT,2025-05-09 13:00:00,,,
204,SHIP-20251210-0204,1,13,8,42,OUT_FOR_DELIVERY,588.87,34.46,8908.39,USD,false,false,,,SAME_DAY,2025-12-10 13:00:00,,,
205,SHIP-20250921-0205,15,6,1,34,DELIVERED,1752.01,47.3,24813.16,USD,false,false,,,SAME_DAY,2025-09-21 17:00:00,,,
206,SHIP-20250603-0206,15,2,13,27,DELIVERED,4868.58,11.87,37855.56,USD,true,true,,,STANDARD,2025-06-03 09:00:00,,,
207,SHIP-20250711-0207,9,2,2,8,CANCELLED,3974.67,27.81,22483.95,USD,false,false,,,FREIGHT,2025-07-11 12:00:00,,,
208,SHIP-20250917-0208,9,15,7,45,DELIVERED,1783.6,27.08,18562.29,USD,false,true,,,EXPRESS,2025-09-17 10:00:00,,,
209,SHIP-20250702-0209,3,2,4,35,BOOKED,4327.26,40.41,1873.66,USD,true,false,,,SAME_DAY,2025-07-02 09:00:00,,,
210,SHIP-20250910-0210,1,3,16,25,DRAFT,1674.89,38.9,42022.13,USD,false,false,,,EXPRESS,2025-09-10 16:00:00,,,
211,SHIP-20250703-0211,5,10,16,27,BOOKED,1755.31,14.15,47579.63,USD,false,false,,,FREIGHT,2025-07-03 09:00:00,,,
212,SHIP-20250925-0212,14,13,13,48,DRAFT,4682.54,46.76,34400.14,USD,true,false,,,STANDARD,2025-09-25 16:00:00,,,
213,SHIP-20250228-0213,3,8,4,50,CANCELLED,1807.55,12.56,272.67,USD,false,true,,,STANDARD,2025-02-28 09:00:00,,,
214,SHIP-20250722-0214,5,14,7,8,OUT_FOR_DELIVERY,3589.2,31.33,7155.26,USD,false,true,,,FREIGHT,2025-07-22 08:00:00,,,
215,SHIP-20250317-0215,9,1,2,50,CANCELLED,537.01,48.03,17090.7,USD,false,false,,,SAME_DAY,2025-03-17 16:00:00,,,
216,SHIP-20250222-0216,10,5,15,3,OUT_FOR_DELIVERY,4899.83,15.93,37555.83,USD,false,false,,,EXPRESS,2025-02-22 18:00:00,,,
217,SHIP-20250507-0217,2,9,18,15,CANCELLED,235.52,7.81,40690.92,USD,false,false,,,EXPRESS,2025-05-07 08:00:00,,,
218,SHIP-20250522-0218,5,9,6,36,DELIVERED,1294.28,22.73,2952.66,USD,true,false,,,EXPRESS,2025-05-22 15:00:00,,,
219,SHIP-20250609-0219,6,1,17,37,IN_TRANSIT,1117.94,47.33,12677.41,USD,false,false,,,EXPRESS,2025-06-09 10:00:00,,,
220,SHIP-20250204-0220,1,7,5,37,DISPATCHED,2100.49,21.11,31462.7,USD,true,true,,,EXPRESS,2025-02-04 13:00:00,,,
221,SHIP-20250211-0221,4,9,18,46,IN_TRANSIT,2751.06,26.56,44442.23,USD,false,true,,,FREIGHT,2025-02-11 11:00:00,,,
222,SHIP-20251026-0222,1,3,19,28,BOOKED,827.54,49.87,13625.65,USD,false,false,,,EXPRESS,2025-10-26 12:00:00,,,
223,SHIP-20250824-0223,14,9,15,46,OUT_FOR_DELIVERY,1984.38,33.11,32857.88,USD,false,true,,,SAME_DAY,2025-08-24 08:00:00,,,
224,SHIP-20250922-0224,8,11,18,34,IN_TRANSIT,2872.71,44.14,26005.26,USD,true,true,,,FREIGHT,2025-09-22 16:00:00,,,
225,SHIP-20250610-0225,10,1,9,40,DISPATCHED,4727.19,5.86,40754.69,USD,true,true,,,STANDARD,2025-06-10 11:00:00,,,
226,SHIP-20250304-0226,7,5,2,49,DELIVERED,4996.66,37.38,24734.67,USD,false,false,,,SAME_DAY,2025-03-04 10:00:00,,,
227,SHIP-20250623-0227,4,3,15,38,OUT_FOR_DELIVERY,3379.2,28.64,26236.24,USD,false,false,,,FREIGHT,2025-06-23 11:00:00,,,
228,SHIP-20250506-0228,9,15,4,42,FAILED,2419.81,25.73,7333.41,USD,false,false,,,SAME_DAY,2025-05-06 11:00:00,,,
229,SHIP-20250612-0229,6,13,15,48,FAILED,149.64,9.54,29870.02,USD,true,false,,,SAME_DAY,2025-06-12 12:00:00,,,
230,SHIP-20250802-0230,8,7,4,38,DRAFT,2915.0,4.53,22918.89,USD,true,true,,,FREIGHT,2025-08-02 10:00:00,,,
231,SHIP-20251215-0231,13,8,9,32,BOOKED,1087.32,19.36,3643.65,USD,true,false,,,EXPRESS,2025-12-15 14:00:00,,,
232,SHIP-20251220-0232,5,11,20,5,DELIVERED,4210.56,35.2,38331.99,USD,true,true,,,EXPRESS,2025-12-20 18:00:00,,,
233,SHIP-20251207-0233,2,13,3,16,FAILED,1732.06,26.51,13960.44,USD,true,true,,,SAME_DAY,2025-12-07 12:00:00,,,
234,SHIP-20250313-0234,9,11,16,38,DISPATCHED,1689.75,21.47,33253.19,USD,true,false,,,SAME_DAY,2025-03-13 10:00:00,,,
235,SHIP-20250518-0235,1,5,17,43,DISPATCHED,2058.1,36.09,46057.55,USD,false,false,,,STANDARD,2025-05-18 14:00:00,,,
236,SHIP-20250515-0236,14,10,5,28,IN_TRANSIT,1113.97,34.31,15981.81,USD,false,true,,,STANDARD,2025-05-15 10:00:00,,,
237,SHIP-20250708-0237,8,5,9,1,IN_TRANSIT,3936.72,49.0,45424.09,USD,true,false,,,EXPRESS,2025-07-08 15:00:00,,,
238,SHIP-20251005-0238,10,9,6,37,OUT_FOR_DELIVERY,3897.67,14.24,11299.08,USD,true,false,,,FREIGHT,2025-10-05 16:00:00,,,
239,SHIP-20250609-0239,5,12,12,39,DELIVERED,2816.99,25.53,41142.53,USD,false,true,,,SAME_DAY,2025-06-09 09:00:00,,,
240,SHIP-20251101-0240,15,10,16,35,OUT_FOR_DELIVERY,1746.48,47.25,41177.12,USD,true,true,,,FREIGHT,2025-11-01 10:00:00,,,
241,SHIP-20250228-0241,8,6,18,19,DISPATCHED,768.17,7.57,1224.08,USD,false,true,,,STANDARD,2025-02-28 08:00:00,,,
242,SHIP-20250622-0242,4,11,10,28,FAILED,962.18,18.15,39544.67,USD,false,true,,,EXPRESS,2025-06-22 08:00:00,,,
243,SHIP-20250905-0243,3,5,3,38,BOOKED,2567.59,41.31,5315.13,USD,true,true,,,FREIGHT,2025-09-05 10:00:00,,,
244,SHIP-20250528-0244,5,8,2,42,DELIVERED,880.71,26.17,3065.92,USD,true,true,,,FREIGHT,2025-05-28 16:00:00,,,
245,SHIP-20251009-0245,13,6,6,36,DELIVERED,4418.57,49.03,14915.68,USD,true,false,,,SAME_DAY,2025-10-09 10:00:00,,,
246,SHIP-20250620-0246,4,12,7,24,IN_TRANSIT,938.15,27.49,3793.97,USD,false,true,,,STANDARD,2025-06-20 13:00:00,,,
247,SHIP-20251001-0247,14,9,3,39,DISPATCHED,4178.75,13.37,9427.18,USD,true,true,,,EXPRESS,2025-10-01 18:00:00,,,
248,SHIP-20251019-0248,10,4,1,48,DELIVERED,4839.47,15.04,43769.65,USD,true,true,,,EXPRESS,2025-10-19 13:00:00,,,
249,SHIP-20251004-0249,9,11,7,31,CANCELLED,418.38,30.75,4779.15,USD,true,false,,,STANDARD,2025-10-04 15:00:00,,,
250,SHIP-20250801-0250,13,4,7,31,CANCELLED,993.67,7.62,9660.0,USD,true,false,,,EXPRESS,2025-08-01 18:00:00,,,
